code,tradeStatus,code_name
sh.600771,1,广誉远
sh.600773,1,西藏城投
sh.600774,1,汉商集团
sh.600775,1,南京熊猫
sh.600776,1,东方通信
sh.600777,1,新潮能源
sh.600778,1,友好集团
sh.600779,1,水井坊
sh.600780,1,通宝能源
sh.600781,1,*ST辅仁
sh.600782,1,新钢股份
sh.600783,1,鲁信创投
sh.600784,1,鲁银投资
sh.600785,1,新华百货
sh.600787,1,中储股份
sh.600789,1,鲁抗医药
sh.600790,1,轻纺城
sh.600791,1,京能置业
sh.600792,1,云煤能源
sh.600793,1,宜宾纸业
sh.600794,1,保税科技
sh.600795,1,国电电力
sh.600796,1,钱江生化
sh.600797,1,浙大网新
sh.600798,1,宁波海运
sh.600800,1,天津磁卡
sh.600801,1,华新水泥
sh.600802,1,福建水泥
sh.600803,1,新奥股份
sh.600804,1,鹏博士
sh.600805,1,悦达投资
sh.600807,1,济南高新
sh.600808,1,马钢股份
sh.600809,1,山西汾酒
sh.600810,1,神马股份
sh.600811,1,东方集团
sh.600812,1,华北制药
sh.600814,1,杭州解百
sh.600815,1,*ST厦工
sh.600816,1,*ST安信
sh.600817,1,ST宏盛
sh.600818,1,中路股份
sh.600819,1,耀皮玻璃
sh.600820,1,隧道股份
sh.600821,1,*ST劝业
sh.600822,1,上海物贸
sh.600823,1,世茂股份
sh.600824,1,益民集团
sh.600825,1,新华传媒
sh.600826,1,兰生股份
sh.600827,1,百联股份
sh.600828,1,茂业商业
sh.600829,1,人民同泰
sh.600830,1,香溢融通
sh.600831,1,广电网络
sh.600833,1,第一医药
sh.600834,1,申通地铁
sh.600835,1,上海机电
sh.600836,1,*ST界龙
sh.600837,1,海通证券
sh.600838,1,上海九百
sh.600839,1,四川长虹
sh.600841,1,上柴股份
sh.600843,1,上工申贝
sh.600844,1,丹化科技
sh.600845,1,宝信软件
sh.600846,1,同济科技
sh.600847,1,万里股份
sh.600848,1,上海临港
sh.600850,1,华东电脑
sh.600851,1,海欣股份
sh.600853,1,龙建股份
sh.600854,1,春兰股份
sh.600855,1,航天长峰
sh.600856,1,*ST中天
sh.600857,1,宁波中百
sh.600858,1,银座股份
sh.600859,1,王府井
sh.600860,1,*ST京城
sh.600861,1,北京城乡
sh.600862,1,中航高科
sh.600863,1,内蒙华电
sh.600864,1,哈投股份
sh.600865,1,百大集团
sh.600866,1,星湖科技
sh.600867,1,通化东宝
sh.600868,1,梅雁吉祥
sh.600869,1,智慧能源
sh.600870,1,ST厦华
sh.600871,1,石化油服
sh.600872,1,中炬高新
sh.600873,1,梅花生物
sh.600874,1,创业环保
sh.600875,1,东方电气
sh.600876,1,洛阳玻璃
sh.600877,1,ST电能
sh.600879,1,航天电子
sh.600880,1,博瑞传播
sh.600881,1,亚泰集团
sh.600882,1,妙可蓝多
sh.600883,1,博闻科技
sh.600884,1,杉杉股份
sh.600885,1,宏发股份
sh.600886,1,国投电力
sh.600887,1,伊利股份
sh.600888,1,新疆众和
sh.600889,1,南京化纤
sh.600890,1,中房股份
sh.600891,0,*ST秋林
sh.600892,1,*ST大晟
sh.600893,1,航发动力
sh.600894,1,广日股份
sh.600895,1,张江高科
sh.600896,1,览海医疗
sh.600897,1,厦门空港
sh.600898,1,*ST美讯
sh.600900,1,长江电力
sh.600901,1,江苏租赁
sh.600903,1,贵州燃气
sh.600908,1,无锡银行
sh.600909,1,华安证券
sh.600917,1,重庆燃气
sh.600918,1,中泰证券
sh.600919,1,江苏银行
sh.600926,1,杭州银行
sh.600928,1,西安银行
sh.600929,1,雪天盐业
sh.600933,1,爱柯迪
sh.600936,1,广西广电
sh.600939,1,重庆建工
sh.600956,1,新天绿能
sh.600958,1,东方证券
sh.600959,1,江苏有线
sh.600960,1,渤海汽车
sh.600961,1,株冶集团
sh.600962,1,国投中鲁
sh.600963,1,岳阳林纸
sh.600965,1,福成股份
sh.600966,1,博汇纸业
sh.600967,1,内蒙一机
sh.600968,1,海油发展
sh.600969,1,郴电国际
sh.600970,1,中材国际
sh.600971,1,恒源煤电
sh.600973,1,宝胜股份
sh.600975,1,新五丰
sh.600976,1,健民集团
sh.600977,1,中国电影
sh.600978,1,*ST宜生
sh.600979,1,广安爱众
sh.600980,1,北矿科技
sh.600981,1,汇鸿集团
sh.600982,1,宁波热电
sh.600983,1,惠而浦
sh.600984,1,建设机械
sh.600985,1,淮北矿业
sh.600986,1,科达股份
sh.600987,1,航民股份
sh.600988,1,赤峰黄金
sh.600989,1,宝丰能源
sh.600990,1,四创电子
sh.600992,1,贵绳股份
sh.600993,1,马应龙
sh.600995,1,文山电力
sh.600996,1,贵广网络
sh.600997,1,开滦股份
sh.600998,1,九州通
sh.600999,1,招商证券
sh.601000,1,唐山港
sh.601001,1,大同煤业
sh.601002,1,晋亿实业
sh.601003,1,柳钢股份
sh.601005,1,重庆钢铁
sh.601006,1,大秦铁路
sh.601007,1,金陵饭店
sh.601008,1,连云港
sh.601009,1,南京银行
sh.601010,1,文峰股份
sh.601011,1,宝泰隆
sh.601012,1,隆基股份
sh.601015,1,陕西黑猫
sh.601016,1,节能风电
sh.601018,1,宁波港
sh.601019,1,山东出版
sh.601020,1,华钰矿业
sh.601021,1,春秋航空
sh.601028,1,玉龙股份
sh.601038,1,一拖股份
sh.601058,1,赛轮轮胎
sh.601066,1,中信建投
sh.601068,1,中铝国际
sh.601069,1,西部黄金
sh.601077,1,渝农商行
sh.601086,1,国芳集团
sh.601088,1,中国神华
sh.601098,1,中南传媒
sh.601099,1,太平洋
sh.601100,1,恒立液压
sh.601101,1,昊华能源
sh.601106,1,中国一重
sh.601107,1,四川成渝
sh.601108,1,财通证券
sh.601111,1,中国国航
sh.601113,1,ST华鼎
sh.601116,1,三江购物
sh.601117,1,中国化学
sh.601118,1,海南橡胶
sh.601126,1,四方股份
sh.601127,1,小康股份
sh.601128,1,常熟银行
sh.601137,1,博威合金
sh.601138,1,工业富联
sh.601139,1,深圳燃气
sh.601155,1,新城控股
sh.601158,1,重庆水务
sh.601162,1,天风证券
sh.601163,1,三角轮胎
sh.601166,1,兴业银行
sh.601168,1,西部矿业
sh.601169,1,北京银行
sh.601177,1,杭齿前进
sh.601179,1,中国西电
sh.601186,1,中国铁建
sh.601188,1,龙江交通
sh.601198,1,东兴证券
sh.601199,1,江南水务
sh.601200,1,上海环境
sh.601208,1,东材科技
sh.601211,1,国泰君安
sh.601212,1,白银有色
sh.601216,1,君正集团
sh.601218,1,吉鑫科技
sh.601222,1,林洋能源
sh.601225,1,陕西煤业
sh.601226,1,华电重工
sh.601228,1,广州港
sh.601229,1,上海银行
sh.601231,1,环旭电子
sh.601233,1,桐昆股份
sh.601236,1,红塔证券
sh.601238,1,广汽集团
sh.601258,1,ST庞大
sh.601288,1,农业银行
sh.601298,1,青岛港
sh.601311,1,骆驼股份
sh.601318,1,中国平安
sh.601319,1,中国人保
sh.601326,1,秦港股份
sh.601328,1,交通银行
sh.601330,1,绿色动力
sh.601333,1,广深铁路
sh.601336,1,新华保险
sh.601339,1,百隆东方
sh.601360,1,三六零
sh.601366,1,利群股份
sh.601368,1,绿城水务
sh.601369,1,陕鼓动力
sh.601375,1,中原证券
sh.601377,1,兴业证券
sh.601388,1,怡球资源
sh.601390,1,中国中铁
sh.601398,1,工商银行
sh.601399,1,ST国重装
sh.601500,1,通用股份
sh.601512,1,中新集团
sh.601515,1,东风股份
sh.601518,1,吉林高速
sh.601519,1,大智慧
sh.601555,1,东吴证券
sh.601566,1,九牧王
sh.601567,1,三星医疗
sh.601577,1,长沙银行
sh.601579,1,会稽山
sh.601588,1,北辰实业
sh.601595,1,上海电影
sh.601598,1,中国外运
sh.601599,1,鹿港文化
sh.601600,1,中国铝业
sh.601601,1,中国太保
sh.601606,1,长城军工
sh.601607,1,上海医药
sh.601608,1,中信重工
sh.601609,1,金田铜业
sh.601611,1,中国核建
sh.601615,1,明阳智能
sh.601616,1,广电电气
sh.601618,1,中国中冶
sh.601619,1,嘉泽新能
sh.601628,1,中国人寿
sh.601633,1,长城汽车
sh.601636,1,旗滨集团
sh.601658,1,邮储银行
sh.601666,1,平煤股份
sh.601668,1,中国建筑
sh.601669,1,中国电建
sh.601677,1,明泰铝业
sh.601678,1,滨化股份
sh.601688,1,华泰证券
sh.601689,1,拓普集团
sh.601696,1,中银证券
sh.601698,1,中国卫通
sh.601699,1,潞安环能
sh.601700,1,风范股份
sh.601717,1,郑煤机
sh.601718,1,际华集团
sh.601727,1,上海电气
sh.601766,1,中国中车
sh.601777,1,*ST力帆
sh.601778,1,晶科科技
sh.601788,1,光大证券
sh.601789,1,宁波建工
sh.601798,1,蓝科高新
sh.601799,1,星宇股份
sh.601800,1,中国交建
sh.601801,1,皖新传媒
sh.601808,1,中海油服
sh.601811,1,新华文轩
sh.601816,1,京沪高铁
sh.601818,1,光大银行
sh.601827,1,三峰环境
sh.601828,1,美凯龙
sh.601838,1,成都银行
sh.601857,1,中国石油
sh.601858,1,中国科传
sh.601860,1,紫金银行
sh.601865,1,福莱特
sh.601866,1,中远海发
sh.601869,1,长飞光纤
sh.601872,1,招商轮船
sh.601877,1,正泰电器
sh.601878,1,浙商证券
sh.601880,1,大连港
sh.601881,1,中国银河
sh.601882,1,海天精工
sh.601886,1,江河集团
sh.601888,1,中国中免
sh.601890,1,亚星锚链
sh.601898,1,中煤能源
sh.601899,1,紫金矿业
sh.601900,1,南方传媒
sh.601901,1,方正证券
sh.601908,1,京运通
sh.601916,1,浙商银行
sh.601918,1,新集能源
sh.601919,1,中远海控
sh.601928,1,凤凰传媒
sh.601929,1,吉视传媒
sh.601933,1,永辉超市
sh.601939,1,建设银行
sh.601949,1,中国出版
sh.601952,1,苏垦农发
sh.601958,1,金钼股份
sh.601965,1,中国汽研
sh.601966,1,玲珑轮胎
sh.601968,1,宝钢包装
sh.601969,1,海南矿业
sh.601975,1,招商南油
sh.601985,1,中国核电
sh.601988,1,中国银行
sh.601989,1,中国重工
sh.601990,1,南京证券
sh.601991,1,大唐发电
sh.601992,1,金隅集团
sh.601996,1,丰林集团
sh.601997,1,贵阳银行
sh.601998,1,中信银行
sh.601999,1,出版传媒
sh.603000,1,人民网
sh.603001,1,奥康国际
sh.603002,1,宏昌电子
sh.603003,1,龙宇燃油
sh.603005,1,晶方科技
sh.603006,1,联明股份
sh.603007,1,花王股份
sh.603008,1,喜临门
sh.603009,1,北特科技
sh.603010,1,万盛股份
sh.603011,1,合锻智能
sh.603012,1,创力集团
sh.603013,1,亚普股份
sh.603015,1,弘讯科技
sh.603016,1,新宏泰
sh.603017,1,中衡设计
sh.603018,1,中设集团
sh.603019,1,中科曙光
sh.603020,1,爱普股份
sh.603021,1,山东华鹏
sh.603022,1,新通联
sh.603023,1,威帝股份
sh.603025,1,大豪科技
sh.603026,1,石大胜华
sh.603027,1,千禾味业
sh.603028,1,赛福天
sh.603029,1,天鹅股份
sh.603030,1,全筑股份
sh.603031,1,安德利
sh.603032,1,德新交运
sh.603033,1,三维股份
sh.603035,1,常熟汽饰
sh.603036,1,如通股份
sh.603037,1,凯众股份
sh.603038,1,华立股份
sh.603039,1,泛微网络
sh.603040,1,新坐标
sh.603041,1,美思德
sh.603042,1,华脉科技
sh.603043,1,广州酒家
sh.603045,1,福达合金
sh.603050,1,科林电气
sh.603053,1,成都燃气
sh.603055,1,台华新材
sh.603056,1,德邦股份
sh.603058,1,永吉股份
sh.603059,1,倍加洁
sh.603060,1,国检集团
sh.603063,1,禾望电气
sh.603066,1,音飞储存
sh.603067,0,振华股份
sh.603068,1,博通集成
sh.603069,1,海汽集团
sh.603076,1,乐惠国际
sh.603077,1,和邦生物
sh.603078,1,江化微
sh.603079,1,圣达生物
sh.603080,1,新疆火炬
sh.603081,1,大丰实业
sh.603083,1,剑桥科技
sh.603085,1,天成自控
sh.603086,1,先达股份
sh.603087,1,甘李药业
sh.603088,1,宁波精达
sh.603089,1,正裕工业
sh.603090,1,宏盛股份
sh.603093,1,南华期货
sh.603095,1,越剑智能
sh.603096,1,新经典
sh.603098,1,森特股份
sh.603099,1,长白山
sh.603100,1,川仪股份
sh.603101,1,汇嘉时代
sh.603103,1,横店影视
sh.603105,1,芯能科技
sh.603106,1,恒银科技
sh.603108,1,润达医疗
sh.603109,1,神驰机电
sh.603110,1,东方材料
sh.603111,1,康尼机电
sh.603113,1,金能科技
sh.603115,1,海星股份
sh.603116,1,红蜻蜓
sh.603117,1,万林物流
sh.603118,1,共进股份
sh.603121,1,华培动力
sh.603123,1,翠微股份
sh.603126,1,中材节能
sh.603127,1,昭衍新药
sh.603128,1,华贸物流
sh.603129,1,春风动力
sh.603131,1,上海沪工
sh.603133,1,碳元科技
sh.603136,1,天目湖
sh.603138,1,海量数据
sh.603139,1,康惠制药
sh.603156,1,养元饮品
sh.603157,1,*ST拉夏
sh.603158,1,腾龙股份
sh.603159,1,上海亚虹
sh.603160,1,汇顶科技
sh.603161,1,科华控股
sh.603165,1,荣晟环保
sh.603166,1,福达股份
sh.603167,1,渤海轮渡
sh.603168,1,莎普爱思
sh.603169,1,兰石重装
sh.603177,1,德创环保
sh.603178,1,圣龙股份
sh.603179,1,新泉股份
sh.603180,1,金牌厨柜
sh.603181,1,皇马科技
sh.603183,1,建研院
sh.603185,1,上机数控
sh.603186,1,华正新材
sh.603187,1,海容冷链
sh.603188,1,ST亚邦
sh.603189,1,网达软件
sh.603192,1,汇得科技
sh.603195,1,公牛集团
sh.603196,1,日播时尚
sh.603197,1,保隆科技
sh.603198,1,迎驾贡酒
sh.603199,1,九华旅游
sh.603200,1,上海洗霸
sh.603203,1,快克股份
sh.603208,1,江山欧派
sh.603212,1,赛伍技术
sh.603214,1,爱婴室
sh.603217,1,元利科技
sh.603218,1,日月股份
sh.603220,1,中贝通信
sh.603221,1,爱丽家居
sh.603222,1,济民制药
sh.603223,1,恒通股份
sh.603225,1,新凤鸣
sh.603226,1,菲林格尔
sh.603227,1,雪峰科技
sh.603228,1,景旺电子
sh.603229,1,奥翔药业
sh.603232,1,格尔软件
sh.603233,1,大参林
sh.603236,1,移远通信
sh.603238,1,诺邦股份
sh.603239,1,浙江仙通
sh.603256,1,宏和科技
sh.603258,1,电魂网络
sh.603259,1,药明康德
sh.603260,1,合盛硅业
sh.603266,1,天龙股份
sh.603267,1,鸿远电子
sh.603268,1,松发股份
sh.603269,1,海鸥股份
sh.603277,1,银都股份
sh.603278,1,大业股份
sh.603279,1,景津环保
sh.603283,1,赛腾股份
sh.603286,1,日盈电子
sh.603288,1,海天味业
sh.603289,1,泰瑞机器
sh.603290,1,斯达半导
sh.603297,1,永新光学
sh.603298,1,杭叉集团
sh.603299,1,苏盐井神
sh.603300,1,华铁应急
sh.603301,1,振德医疗
sh.603303,1,得邦照明
sh.603305,1,旭升股份
sh.603306,1,华懋科技
sh.603308,1,应流股份
sh.603309,1,维力医疗
sh.603311,1,金海环境
sh.603313,1,梦百合
sh.603315,1,福鞍股份
sh.603316,1,诚邦股份
sh.603317,1,天味食品
sh.603318,1,派思股份
sh.603319,1,湘油泵
sh.603320,1,迪贝电气
sh.603321,1,梅轮电梯
sh.603322,1,超讯通信
sh.603323,1,苏农银行
sh.603326,1,我乐家居
sh.603327,1,福蓉科技
sh.603328,1,依顿电子
sh.603329,1,上海雅仕
sh.603330,1,上海天洋
sh.603331,1,百达精工
sh.603332,1,苏州龙杰
sh.603333,1,尚纬股份
sh.603335,1,迪生力
sh.603336,1,宏辉果蔬
sh.603337,1,杰克股份
sh.603338,1,浙江鼎力
sh.603339,1,四方科技
sh.603345,1,安井食品
sh.603348,1,文灿股份
sh.603351,1,威尔药业
sh.603353,1,和顺石油
sh.603355,1,莱克电气
sh.603356,1,华菱精工
sh.603357,1,设计总院
sh.603358,1,华达科技
sh.603359,1,东珠生态
sh.603360,1,百傲化学
sh.603363,1,傲农生物
sh.603365,1,水星家纺
sh.603366,1,日出东方
sh.603367,1,辰欣药业
sh.603368,1,柳药股份
sh.603369,1,今世缘
sh.603377,1,东方时尚
sh.603378,1,亚士创能
sh.603379,1,三美股份
sh.603380,1,易德龙
sh.603383,1,顶点软件
sh.603385,1,惠达卫浴
sh.603386,1,广东骏亚
sh.603387,1,基蛋生物
sh.603388,1,元成股份
sh.603389,1,*ST亚振
sh.603390,1,通达电气
sh.603392,1,万泰生物
sh.603393,1,新天然气
sh.603396,1,金辰股份
sh.603398,1,邦宝益智
sh.603399,1,吉翔股份
sh.603408,1,建霖家居
sh.603416,1,信捷电气
sh.603421,1,鼎信通讯
sh.603429,1,集友股份
sh.603439,1,贵州三力
sh.603444,1,吉比特
sh.603456,1,九洲药业
sh.603458,1,勘设股份
sh.603466,1,风语筑
sh.603477,1,巨星农牧
sh.603486,1,科沃斯
sh.603488,1,展鹏科技
sh.603489,1,八方股份
sh.603496,1,恒为科技
sh.603499,1,翔港科技
sh.603500,1,祥和实业
sh.603501,1,韦尔股份
sh.603505,1,金石资源
sh.603506,1,南都物业
sh.603507,1,振江股份
sh.603508,1,思维列控
sh.603515,1,欧普照明
sh.603516,1,淳中科技
sh.603517,1,绝味食品
sh.603518,1,锦泓集团
sh.603519,1,立霸股份
sh.603520,1,司太立
sh.603527,1,众源新材
sh.603528,1,多伦科技
sh.603530,1,神马电力
sh.603533,1,掌阅科技
sh.603535,1,嘉诚国际
sh.603536,1,惠发食品
sh.603538,1,美诺华
sh.603551,1,奥普家居
sh.603555,1,*ST贵人
sh.603556,1,海兴电力
sh.603557,1,起步股份
sh.603558,1,健盛集团
sh.603559,1,中通国脉
sh.603566,1,普莱柯
sh.603567,1,珍宝岛
sh.603568,1,伟明环保
sh.603569,1,长久物流
sh.603577,1,汇金通
sh.603578,1,三星新材
sh.603579,1,荣泰健康
sh.603580,1,艾艾精工
sh.603583,1,捷昌驱动
sh.603585,1,苏利股份
sh.603586,1,金麒麟
sh.603587,1,地素时尚
sh.603588,1,高能环境
sh.603589,1,口子窖
sh.603590,1,康辰药业
sh.603595,1,东尼电子
sh.603596,1,伯特利
sh.603598,1,引力传媒
sh.603599,1,广信股份
sh.603600,1,永艺股份
sh.603601,1,再升科技
sh.603602,1,纵横通信
sh.603603,1,博天环境
sh.603605,1,珀莱雅
sh.603606,1,东方电缆
sh.603607,1,京华激光
sh.603608,1,天创时尚
sh.603609,1,禾丰牧业
sh.603610,1,麒盛科技
sh.603611,1,诺力股份
sh.603612,1,索通发展
sh.603613,1,国联股份
sh.603615,1,茶花股份
sh.603616,1,韩建河山
sh.603617,1,君禾股份
sh.603618,1,杭电股份
sh.603619,1,中曼石油
sh.603626,1,科森科技
sh.603628,1,清源股份
sh.603629,1,利通电子
sh.603630,1,拉芳家化
sh.603633,1,徕木股份
sh.603636,1,南威软件
sh.603637,1,镇海股份
sh.603638,1,艾迪精密
sh.603639,1,海利尔
sh.603648,1,畅联股份
sh.603650,1,彤程新材
sh.603655,1,朗博科技
sh.603656,1,泰禾光电
sh.603657,1,春光科技
sh.603658,1,安图生物
sh.603659,1,璞泰来
sh.603660,1,苏州科达
sh.603661,1,恒林股份
sh.603662,1,柯力传感
sh.603663,1,三祥新材
sh.603665,1,康隆达
sh.603666,1,亿嘉和
sh.603667,1,五洲新春
sh.603668,1,天马科技
sh.603669,1,灵康药业
sh.603676,1,卫信康
sh.603677,1,奇精机械
sh.603678,1,火炬电子
sh.603679,1,华体科技
sh.603680,1,今创集团
sh.603681,1,永冠新材
sh.603682,1,锦和商业
sh.603683,1,晶华新材
sh.603685,1,晨丰科技
sh.603686,1,龙马环卫
sh.603687,1,大胜达
sh.603688,1,石英股份
sh.603689,1,皖天然气
sh.603690,1,至纯科技
sh.603693,1,江苏新能
sh.603696,1,安记食品
sh.603697,1,有友食品
sh.603698,1,航天工程
sh.603699,1,纽威股份
sh.603700,1,宁水集团
sh.603701,1,德宏股份
sh.603703,1,盛洋科技
sh.603706,1,东方环宇
sh.603707,1,健友股份
sh.603708,1,家家悦
sh.603709,1,中源家居
sh.603711,1,香飘飘
sh.603712,1,七一二
sh.603713,1,密尔克卫
sh.603716,1,塞力斯
sh.603717,1,天域生态
sh.603718,1,海利生物
sh.603719,1,良品铺子
sh.603721,1,中广天择
sh.603722,1,阿科力
sh.603725,1,天安新材
sh.603726,1,朗迪集团
sh.603727,1,博迈科
sh.603728,1,鸣志电器
sh.603729,1,龙韵股份
sh.603730,1,岱美股份
sh.603733,1,仙鹤股份
sh.603737,1,三棵树
sh.603738,1,泰晶科技
sh.603739,1,蔚蓝生物
sh.603755,1,日辰股份
sh.603757,1,大元泵业
sh.603758,1,秦安股份
sh.603766,1,隆鑫通用
sh.603767,1,中马传动
sh.603768,1,常青股份
sh.603773,1,沃格光电
sh.603776,1,永安行
sh.603777,1,来伊份
sh.603778,1,乾景园林
sh.603779,1,ST威龙
sh.603786,1,科博达
sh.603787,1,新日股份
sh.603788,1,宁波高发
sh.603789,1,星光农机
sh.603790,1,雅运股份
sh.603797,1,联泰环保
sh.603798,1,康普顿
sh.603799,1,华友钴业
sh.603800,1,道森股份
sh.603801,1,志邦家居
sh.603803,1,瑞斯康达
sh.603806,1,福斯特
sh.603808,1,歌力思
sh.603809,1,豪能股份
sh.603810,1,丰山集团
sh.603811,1,诚意药业
sh.603813,1,原尚股份
sh.603815,1,交建股份
sh.603816,1,顾家家居
sh.603817,1,海峡环保
sh.603818,1,曲美家居
sh.603819,1,神力股份
sh.603822,1,嘉澳环保
sh.603823,1,百合花
sh.603825,1,华扬联众
sh.603826,1,坤彩科技
sh.603828,1,柯利达
sh.603829,1,洛凯股份
sh.603833,1,欧派家居
sh.603838,1,四通股份
sh.603839,1,安正时尚
sh.603843,1,正平股份
sh.603848,1,好太太
sh.603855,1,华荣股份
sh.603856,1,东宏股份
sh.603858,1,步长制药
sh.603859,1,能科股份
sh.603860,1,中公高科
sh.603861,1,白云电器
sh.603863,1,松炀资源
sh.603866,1,桃李面包
sh.603867,1,新化股份
sh.603868,1,飞科电器
sh.603869,1,新智认知
sh.603871,1,嘉友国际
sh.603876,1,鼎胜新材
sh.603877,1,太平鸟
sh.603878,1,武进不锈
sh.603879,1,永悦科技
sh.603880,1,南卫股份
sh.603881,1,数据港
sh.603882,1,金域医学
sh.603883,1,老百姓
sh.603885,1,吉祥航空
sh.603886,1,元祖股份
sh.603887,1,城地香江
sh.603888,1,新华网
sh.603889,1,新澳股份
sh.603890,1,春秋电子
sh.603893,1,瑞芯微
sh.603895,1,天永智能
sh.603896,1,寿仙谷
sh.603897,1,长城科技
sh.603898,1,好莱客
sh.603899,1,晨光文具
sh.603900,1,莱绅通灵
sh.603901,1,永创智能
sh.603903,1,中持股份
sh.603906,1,龙蟠科技
sh.603908,1,牧高笛
sh.603909,1,合诚股份
sh.603912,1,佳力图
sh.603915,1,国茂股份
sh.603916,1,苏博特
sh.603917,1,合力科技
sh.603918,1,金桥信息
sh.603919,1,金徽酒
sh.603920,1,世运电路
sh.603922,1,金鸿顺
sh.603926,1,铁流股份
sh.603927,1,中科软
sh.603928,1,兴业股份
sh.603929,1,亚翔集成
sh.603933,1,睿能科技
sh.603936,1,博敏电子
sh.603937,1,丽岛新材
sh.603938,1,三孚股份
sh.603939,1,益丰药房
sh.603948,1,建业股份
sh.603949,1,雪龙集团
sh.603950,1,长源东谷
sh.603955,1,大千生态
sh.603956,1,威派格
sh.603958,1,哈森股份
sh.603959,1,百利科技
sh.603960,1,克来机电
sh.603963,1,大理药业
sh.603966,1,法兰泰克
sh.603967,1,中创物流
sh.603968,1,醋化股份
sh.603969,1,银龙股份
sh.603970,1,中农立华
sh.603976,1,正川股份
sh.603977,1,国泰集团
sh.603978,1,深圳新星
sh.603979,1,金诚信
sh.603980,1,吉华集团
sh.603982,1,泉峰汽车
sh.603983,1,丸美股份
sh.603985,1,恒润股份
sh.603986,1,兆易创新
sh.603987,1,康德莱
sh.603988,1,中电电机
sh.603989,1,艾华集团
sh.603990,1,麦迪科技
sh.603991,1,至正股份
sh.603992,1,松霖科技
sh.603993,1,洛阳钼业
sh.603995,1,甬金股份
sh.603996,1,*ST中新
sh.603997,1,继峰股份
sh.603998,1,方盛制药
sh.603999,1,读者传媒
sh.605001,1,威奥股份
sh.605108,1,同庆楼
sh.605118,1,力鼎光电
sh.605166,1,聚合顺
sh.605168,1,三人行
sh.605188,1,国光连锁
sh.605199,1,葫芦娃
sh.605288,1,凯迪股份
sh.688001,1,华兴源创
sh.688002,1,睿创微纳
sh.688003,1,天准科技
sh.688004,1,博汇科技
sh.688005,1,容百科技
sh.688006,1,杭可科技
sh.688007,1,光峰科技
sh.688008,1,澜起科技
sh.688009,1,中国通号
sh.688010,1,福光股份
sh.688011,1,新光光电
sh.688012,1,中微公司
sh.688015,1,交控科技
sh.688016,1,心脉医疗
sh.688018,1,乐鑫科技
sh.688019,1,安集科技
sh.688020,1,方邦股份
sh.688021,1,奥福环保
sh.688022,1,瀚川智能
sh.688023,1,安恒信息
sh.688025,1,杰普特
sh.688026,1,洁特生物
sh.688027,1,国盾量子
sh.688028,1,沃尔德
sh.688029,1,南微医学
sh.688030,1,山石网科
sh.688033,1,天宜上佳
sh.688036,1,传音控股
